elo.diff;outcome
90.4;0
150;1
55.8;1
-86.6000000000001;1
-8.79999999999995;0
76.8;0
-56.4000000000001;1
9.40000000000009;1
-81.1999999999999;1
-2.40000000000009;1
6;0
-72.8;0
134.8;1
-36.5999999999999;1
158.6;1
-102.4;1
-80.8;0
56.6000000000001;0
-116;0
-5;1
66.2;1
66.3999999999999;1
71.1999999999999;1
-11;0
204.2;1
38.4000000000001;1
-141.6;0
-59.3999999999999;0
-174.2;0
-287.6;0
-50.5999999999999;0
-61.1999999999999;0
-42;1
14;1
99.8;0
70.9999999999999;1
30.8000000000001;1
112.8;1
4.79999999999995;0
68.5999999999999;0
19.4000000000001;0
-7;0
142.8;0
-79.4;1
-414.2;0
42.5999999999999;1
27.1999999999999;1
-30.8;1
-25.2;1
-78.1999999999999;0
-7.20000000000005;0
-70;0
-125.2;0
-118.4;1
13.2;1
-147.2;0
37.2;1
58;1
39;0
60.4000000000001;1
-34;0
29.1999999999999;1
-81;1
-67.4;0
-9.79999999999995;1
-7.59999999999991;0
-71.1999999999999;0
-52.2;0
160.4;1
-59.8000000000001;0
146.2;1
75.2;1
106;1
-47.2;0
38;1
-119.2;0
83.2;1
24.4000000000001;1
-4;0
-26.8;1
-59.8;1
18.5999999999999;1
-28.6;0
-66;0
140.4;1
137.2;0
117;1
30.1999999999999;0
31.4000000000001;1
11.1999999999998;1
96.4;1
18.8000000000002;0
-71;1
-26.8000000000001;0
-61.8000000000001;1
-95.2;0
33.8;0
-1.20000000000005;1
53.0000000000001;1
40.6;1
-6.20000000000005;1
-93.2;1
-57.1999999999999;0
89.8;1
-111;0
20.4;1
18.5999999999999;1
-234.8;0
37.8;0
68;1
151.2;1
-152;1
112.6;0
39;0
-1;1
-363;0
93.8000000000001;1
41.3999999999999;1
49.4000000000001;1
102.2;1
-26;1
41.4000000000001;1
-29.2;0
25;1
-23.3999999999999;0
-184.8;0
-121.6;0
32.4;0
-92;1
-20.8000000000001;1
-55.2;0
152.4;0
-126.2;0
-55;1
131.2;1
-88.4;1
72.4;0
80.2;1
-425.8;0
63;1
-195.4;0
19;1
161;0
-0.199999999999818;0
-84.8;1
-10.4000000000001;1
-135.8;0
23.8000000000002;0
-77.6000000000001;1
-20.1999999999998;0
85.8;0
-30;0
-51.4;1
0.600000000000136;1
-106;0
7;1
-75.2;0
-9;1
63.5999999999999;1
65.8;0
-51.2;0
50.6;0
-73.6;0
55.4;0
-5;1
-4.59999999999991;1
-121;0
-111.6;1
33.3999999999999;1
-20;0
85.4000000000001;1
54.4;1
111.2;0
73.8;1
165.4;1
-25.5999999999999;0
-99;0
-45.8000000000001;1
-128;1
52;0
-11.8;0
-62.8000000000001;0
-4.19999999999982;0
-56;1
-3.59999999999991;0
-34;0
3.39999999999998;1
-163.6;0
-15.5999999999999;0
150.8;1
-16.8000000000001;1
-12.3999999999999;1
70.8;1
216.6;1
67.8;0
64.5999999999999;0
-11.2;0
40.8000000000001;0
-4.79999999999995;0
135.2;0
-37.5999999999999;0
8.40000000000009;0
-101.6;0
-94.8;1
47.8;1
-63.3999999999999;1
12.2;0
107.8;1
-31.4;1
136.6;1
-16.2;1
-22.8;0
38.1999999999999;0
-1.40000000000009;1
-11.6;0
349.2;1
-174.8;1
8;1
25;1
58.0000000000001;0
22;0
114;1
-226.2;0
43.4;1
207.2;1
-22;0
-10.6;0
47.8;1
-163.4;0
35.3999999999999;0
75.8;1
-11;1
-4.39999999999986;1
174;1
-94.2;0
30.4000000000001;1
-144.8;0
38.4000000000001;1
-206.2;0
-29;1
4.20000000000005;0
-166.4;0
-76;1
-167.8;0
-52.3999999999999;1
15.5999999999999;0
42.4000000000001;1
290.8;1
65.3999999999999;0
-43.3999999999999;0
19.8;1
-64;0
-29;0
-75.8;1
-41.6000000000001;0
12.3999999999999;1
-6.59999999999991;1
-79.6;1
54.8;0
-21.3999999999999;1
81;0
-80.8;0
-148.6;0
-35;1
107.8;1
-38.4;1
-27.8;0
-212.2;0
25.4;0
-79.9999999999999;1
-2.60000000000002;1
-80.3999999999999;0
76.8000000000002;0
68.6000000000001;1
-17.4;0
28.2;1
-54.1999999999999;0
91.8;1
165.6;1
-114.4;0
187.6;0
110.6;1
-132.2;1
19.2;1
91.2;1
50.3999999999999;1
37.4000000000001;1
-41.8;1
-17.3999999999999;0
-1.39999999999998;0
-117.4;0
201;0
-85.1999999999999;1
-57.2;1
178.8;0
-27.3999999999999;1
102.8;0
8.40000000000009;0
-17;1
-17;0
-0.199999999999932;0
37.6000000000001;0
-65.4000000000001;1
-69.8;1
27.3999999999999;0
60.2;0
-119.2;1
15.2;0
-53.8;1
46.4000000000001;1
-13.8000000000001;1
-176.6;0
-16;0
-17;1
34.2;0
98.2;1
-78.5999999999999;0
112.4;1
106;1
113.4;1
95.1999999999999;0
155.6;1
-9.20000000000005;1
13.8000000000001;1
-79.8000000000001;0
-257.6;0
-13.1999999999998;1
47.5999999999999;1
-36.2;1
-113.8;0
-30.2;0
-28;0
94.0000000000001;0
89.1999999999998;0
13.8;1
-6.40000000000009;1
81;1
-157;0
23.1999999999999;0
-131.2;0
16.2;0
-18.5999999999999;1
-140.6;1
-58;0
36.8;0
38.0000000000001;1
-269;0
152.8;1
18.4000000000001;0
8.40000000000009;1
-6.39999999999986;0
-45.1999999999999;0
52.1999999999999;1
110.2;1
-65.6;0
14.5999999999999;1
-40.4;0
-58.8;0
-5.20000000000005;1
6;0
-37.3999999999999;1
-30;0
314.8;1
-96.2;1
-62.0000000000001;0
-17.2;0
91.8;1
11;0
-327.2;0
-10.4;1
-75.6;0
30.6000000000001;1
28;0
34.6000000000001;1
67.6;0
73.8000000000002;1
-16.3999999999999;1
-143.6;1
36.2;1
-23.4;0
78.6000000000001;1
-109.4;1
-57.8;1
-13.8;0
-84.2;0
110.4;1
-83.6000000000001;1
-22.2;0
216;1
37.2;0
-1.79999999999995;1
-37.2;0
-205.8;0
65.1999999999998;0
74.8000000000001;1
154.6;1
-144.6;1
-174;0
-24.5999999999999;1
80;1
103.6;1
-20.2;1
119;1
-111.6;0
102.8;0
83.6;1
-1.20000000000005;1
-9;0
-141.2;0
103.2;0
5.20000000000005;0
-67.8;1
-68;1
-48.8;0
-37.1999999999999;1
56.2;1
-38.4000000000001;0
49.4;0
-56.1999999999999;1
18;0
-60.6;1
-49.6;1
67.8;1
5.60000000000014;1
-51.4000000000001;0
11;0
78;1
-15.8;0
7.20000000000005;1
-133.4;0
92.8000000000001;1
-53;1
-17.8;1
68.0000000000001;0
-173;0
-68.4;1
57.5999999999999;1
-13.3999999999999;1
-154.2;1
-14.9999999999999;1
188.6;0
-263.8;0
127;0
108;1
-89;1
76.4000000000001;0
192.2;0
-218;0
-54.6;1
-122.4;0
150.4;0
70.2;1
63.2;1
-91.2;0
-41.2;1
-140;0
128;0
-78.6000000000001;1
32;0
-71.4000000000001;1
-87.8;0
70;1
33;1
83.1999999999999;1
33.4;1
-71.8;0
-30.3999999999999;0
-23.3999999999999;1
102;0
-69.1999999999999;0
-6.60000000000002;1
77.2;0
50.5999999999999;0
-3;0
-59.8;0
-16.6000000000001;1
-4;1
25.6;0
-69.1999999999999;1
-30.8;0
-57.5999999999999;1
33.1999999999999;0
-32.8;1
-80.2;0
72.6000000000001;1
-107.8;1
4.80000000000018;0
13.8;1
-91.2;0
67.2;1
-33.1999999999999;1
40.6;1
36.4000000000001;0
-73;0
117.4;0
8.80000000000018;1
61.2;1
-70.4;0
-118.4;0
-91.5999999999999;1
51.4000000000001;0
-71.0000000000001;1
166.8;1
-9.40000000000009;0
-82.4000000000001;0
93.8;0
239.6;1
16.1999999999999;0
118.8;1
13.5999999999999;1
-18.8;0
54.3999999999999;0
54;0
-424.8;0
-131.6;1
-20.6;0
-7.79999999999995;1
-349.8;0
90.6;1
73.3999999999999;1
47.1999999999999;0
137;1
66.2;1
54.4000000000001;1
43.6;1
3.80000000000007;1
38.1999999999999;1
48.4000000000001;0
43;0
81.8000000000001;0
56.8;0
-47.6;1
17.2;0
46.4000000000001;0
-45;0
30.3999999999999;1
-38.8;0
194.2;1
21.2;0
-61.6;0
8.60000000000014;0
20.1999999999998;1
41.4;0
140.2;1
-124;1
-74;0
-60.3999999999999;0
29.5999999999999;0
39.2;1
69;1
-131.6;0
-186;1
-22.2;0
89.8;0
-75.5999999999999;1
-129.8;1
126.8;1
-40.9999999999999;1
-48.5999999999999;0
139.4;0
49.3999999999999;0
-271.2;0
66;1
-91.4000000000001;1
62.4000000000001;1
70.5999999999999;0
201.4;1
-73.6;0
17.5999999999999;1
-158.2;0
128.4;0
-51.2;0
-212.8;1
-126.8;0
-26.5999999999999;0
-45.6;1
80.2;0
-149.2;0
-37.8000000000002;1
45;0
64;1
12.6;0
-119;0
15.2;1
2.60000000000002;1
6;1
65;1
83;0
33.5999999999999;1
42.5999999999999;1
-69.8000000000001;1
11.6;1
40.1999999999999;1
142.8;1
39.6;0
-79.5999999999999;0
-164.8;0
-78.8;1
8.40000000000009;0
-15;1
33;1
39.5999999999999;1
38.4000000000001;0
77.8;0
-52.9999999999999;0
-52.2;0
-56;0
50.5999999999999;0
-91;0
23.2;1
-76.4;1
-6.60000000000002;0
-6.60000000000002;0
-91;1
-122;0
69.3999999999999;1
131;1
15.9999999999999;1
-126.2;0
32.2;1
-10.6;1
0.800000000000182;0
135;0
52.6000000000001;0
-130;0
-217.8;1
-101.6;0
-27.2;1
-22.2;0
57.5999999999999;0
124.8;0
0.600000000000023;0
6.20000000000005;0
-26.4;1
-0.799999999999955;1
-140.2;0
360.2;1
-42.3999999999999;1
40;0
-53.8;0
1.19999999999982;0
-79.2;0
-45.4;1
-53.9999999999999;0
35.8;1
43.8;1
-8.60000000000002;1
38;1
-16.2;0
173.4;1
-8;1
149.6;1
-106.4;1
49.6;0
-47.4;1
-21.4;1
-6.79999999999995;1
107;1
115.8;1
-80.8;1
-212.2;0
16;0
131.8;1
-27.6000000000001;1
51.5999999999999;1
159.8;0
10.6000000000001;1
-77.3999999999999;1
22.2;1
8.60000000000014;0
-61;1
-9.39999999999986;1
-87.5999999999999;1
18.8;0
73;1
95.1999999999998;0
-32;0
-29;0
-15;1
-14.2;1
102;1
32;1
-84.8;1
57.6;1
-73.5999999999999;0
-5.20000000000005;1
5;0
-10.2;0
-47.1999999999999;0
63.5999999999999;0
-50.4;0
72.1999999999999;1
72.8;1
21.8000000000002;0
269.8;1
-45;1
-50;1
-70.5999999999999;0
-35.8000000000001;1
-375.8;0
-53;1
24.4;0
80.0000000000001;1
76.4000000000001;1
-108.8;1
109.2;0
-7.19999999999982;1
-85.8;1
-113.2;0
11.8000000000001;1
10.4;0
63.9999999999999;0
28.1999999999998;0
-43.5999999999999;0
-61;0
-30.6;0
40.2;1
-41.3999999999999;1
8.60000000000002;1
-15.8;1
-54.3999999999999;1
-132.8;1
11.8000000000002;0
-92.8;1
-0.400000000000091;0
53.6000000000001;1
-111.2;1
81.2;1
-232.2;0
68.6;0
-17.4000000000001;0
123;0
10.4000000000001;1
36.4;0
-61;0
-99.8;0
-184.4;0
-36.4000000000001;1
-35.8000000000001;0
-63.0000000000001;1
-138.8;0
70.8;0
21.8;1
11.2;0
21.2;1
41.8;1
144;1
-22;1
-12.5999999999999;1
35;1
-357.8;0
-75.2;1
-12.5999999999999;1
81.4000000000001;1
-23.1999999999999;1
-201.6;0
-53.8;0
24.2;1
10.4;1
27.6;1
20.4000000000001;1
-7.80000000000007;1
53.1999999999999;1
287.6;1
-64.6;1
-83.6000000000001;1
-159.6;1
-307.2;0
19.2;0
-80.1999999999998;1
-78.1999999999998;0
95.3999999999999;0
22.6000000000001;0
-197.4;0
199.2;1
-45;0
-199.6;1
-71.0000000000001;1
-119.6;0
-104.6;1
7.79999999999995;0
11.6000000000001;1
193.6;1
11.4000000000001;0
58.4000000000001;1
13.8;0
-69.6;0
-60.4;0
-118;1
10.2;0
25.3999999999999;1
167.8;1
-145.4;1
47.6;0
-137.2;0
40.8;1
-98.3999999999999;0
58.8000000000001;1
-41.2;1
-281.4;0
51;0
18.8000000000002;1
-21.0000000000001;1
-116.4;1
43.4;1
-159.2;0
47.6;0
-53.8;0
-48.6000000000001;0
-22.3999999999999;1
-16.8;0
-85.8000000000001;1
-54.6000000000001;0
-0.200000000000045;0
178.8;0
-40.3999999999999;0
112.8;0
-86.6000000000001;1
30.6;0
51.8;1
34.5999999999999;0
-55.8;0
6.80000000000007;0
26.1999999999999;0
-168.4;1
22.2;0
-7.59999999999991;0
254.6;0
14.6;0
7;1
-108.8;0
-48.2;1
-215.2;1
-85.2;0
-110;1
165.4;0
1.79999999999995;1
-0.400000000000091;1
129.6;0
29.3999999999999;1
85;1
28;0
-54.6;0
-78.8;1
-34.3999999999999;0
-45.4;0
-6.39999999999998;1
5.60000000000014;1
-143.6;1
-35.4000000000001;0
-68.2;0
20.1999999999998;1
-56.2;0
-126.8;1
53.4000000000001;1
-21.8;0
107.4;1
-39.2;1
-99.8;1
84.5999999999999;1
-82;0
-13.4;0
-69.3999999999999;0
-53.2;0
88;0
31.8;0
20.6000000000001;1
-249.8;0
-24.5999999999999;1
192.8;1
-75.8;1
50.3999999999999;1
-58.8000000000001;0
10.8;0
39.8;0
56.9999999999999;1
100.6;0
-10.4;1
2.79999999999995;1
-21.4000000000001;0
161.6;1
-86.5999999999999;0
-197.4;1
122.8;1
132.8;0
-1.80000000000007;1
9.80000000000007;0
-59.2;0
123.4;1
-61.1999999999999;1
26.6;0
91.4;0
-58.8;0
-51.8;1
-34.8000000000002;1
48.6000000000001;1
60;1
-17.6;1
6.39999999999998;0
31.2;1
64;0
27.8;1
-26.4;1
89.5999999999999;1
-69.8;1
-10.8;0
152.6;1
-196;0
-106.8;1
27.8;0
-34.3999999999999;0
171.6;1
71.2;0
-377.2;1
-165.6;1
-185;0
-65;1
4.80000000000007;0
-94.5999999999999;1
77.5999999999999;0
-18.8000000000002;1
-37.3999999999999;1
-57.8;0
62.8;1
-0.199999999999932;0
12.0000000000001;0
48;1
-224;0
-37.3999999999999;1
65.6000000000001;1
5.79999999999995;1
-121;1
112;0
66.4000000000001;0
76.4000000000001;1
70.8;0
170.2;0
-27.3999999999999;1
17;1
32.6000000000001;0
27;1
90.1999999999999;1
9;1
-23.6000000000001;1
47.6;1
-64;0
65;1
19;0
184;0
-22.8000000000002;0
-193.8;1
-50.2;1
38.2;0
-47;1
100;1
-10.8000000000001;0
-73.5999999999999;1
-75.8000000000001;0
-16.2;0
-48.2;0
-121.2;1
106.6;0
28.8;1
-35.1999999999998;1
127.4;0
15.1999999999999;1
22.8;0
31.6000000000001;1
74.8000000000002;1
14.8;1
163;1
56.8000000000001;1
32;1
-7.79999999999995;0
-102.6;0
-58.9999999999999;1
-47;1
4.20000000000005;0
132.4;0
67.5999999999999;0
-52;1
-370.4;0
-27.2;0
78.6000000000001;1
184;0
-14.6000000000001;1
-3.60000000000014;0
-94.5999999999999;0
5.39999999999998;1
-183.8;0
24.6;1
72.6000000000001;1
-56.3999999999999;1
-12.5999999999999;0
-22.6000000000001;0
-37;1
66.9999999999999;1
15.8;0
6.79999999999995;0
53.8000000000001;0
-127.4;1
-54.4000000000001;1
99.0000000000001;0
-28;1
1;0
28.4000000000001;0
-45.2;0
-31.8;0
-59.1999999999998;0
13.8;0
180.6;1
-68.3999999999999;0
-217.2;0
-3.19999999999993;1
-77;1
42;0
-106;1
-20.2;0
-82.4000000000001;1
-1.79999999999995;1
-60.1999999999999;1
97.2;1
52;0
88.4000000000001;0
-585;0
-30;1
-54.5999999999999;1
-49.2;1
-79.3999999999999;0
-48.6000000000001;0
42;0
10.6000000000001;0
-44.3999999999999;0
122;1
-407.8;0
126.2;1
-27.5999999999999;1
-216.4;0
-40.5999999999999;1
86;1
-69.8;1
-34;1
-3.60000000000002;1
-46.1999999999999;1
91.8;1
-28.8;0
-14;1
63.1999999999998;1
-105;0
-65;0
-146.2;1
-124.8;1
-69;0
4.79999999999995;0
-22.8000000000001;0
-63.8;1
-150.8;0
64;0
-54;1
106.2;1
-172.8;1
34.8;0
38.8;0
87.3999999999999;1
-101.6;0
-50.6000000000001;1
66;1
16.6;0
353.6;1
-137.2;0
61.9999999999999;1
11.2;0
-21.4000000000001;0
16.2;0
-40.3999999999999;1
-52.4000000000001;1
-41.4000000000001;0
64;1
21.5999999999999;0
-8;1
-106.4;0
111.2;0
15.4000000000001;0
52.3999999999999;0
-130.6;1
27.6;0
-41.2;0
-67.8;1
-13.1999999999998;0
-4.79999999999995;1
100.6;1
92.6000000000001;1
29.4000000000001;0
-104;0
88.1999999999999;0
18.5999999999999;0
15.8000000000002;1
-115.4;0
-83.8;1
-32.8;0
60;0
3.80000000000018;0
-54;0
-46.1999999999999;1
12.2;1
-92.2;1
37;0
-47.2;0
217.6;1
79.2;1
-15;0
190;1
-94.4000000000001;1
317.8;1
96;1
-36.2;0
73.2;0
11.4000000000001;0
-96.2;0
-28.2;1
-42;1
43.6000000000001;0
-189;1
106.8;0
-16.8;1
156.6;1
-42.1999999999998;0
-53.8;1
-17.8;0
-33;0
82.5999999999999;1
-179.2;1
-29.8;1
28.1999999999998;1
-90.5999999999999;1
105.2;1
-50;1
-442;0
-119;0
188;1
96.6;0
76.2;1
-61.2;1
-269.4;1
47.6;0
58.6;0
-116.4;0
70.8000000000001;0
-4.40000000000009;0
59.6;1
-29.8;0
23.4000000000001;0
3;0
176.4;1
37.2;1
-35.8000000000001;0
-39.2;0
30.8000000000002;1
-121.6;1
34;1
-137.6;0
-50.2;1
-29.5999999999999;1
-48;1
-27;1
40.6000000000001;1
110.2;0
-113.8;0
-27.2;1
31;1
106.4;1
18;0
-55.2;0
5.40000000000009;1
103.4;1
54.8;1
-18.2;1
10;0
-108.6;1
32.8;0
-107.4;1
83.2;1
64.3999999999999;1
-84.8;1
-371.4;0
-3.39999999999986;0
-51.4000000000001;0
189.2;1
-8;1
-18.1999999999998;0
-322.6;0
34.8;1
131.2;1
-45.5999999999999;0
-32.2;0
-94.4;0
60.1999999999999;1
-34.4;0
-54.2;1
-101.8;1
-11.5999999999999;1
13.3999999999999;0
0.400000000000091;0
84;1
-89.4000000000001;0
30;1
32.5999999999999;0
100.6;1
-99.8000000000001;1
68.8;0
-77.4000000000001;1
130.6;0
82.1999999999999;1
-129.8;1
41;0
14;1
67.1999999999999;0
-126.8;0
-19.2;1
-38.4000000000001;0
-42.4;1
132.8;1
3.40000000000009;0
4.19999999999982;0
-135.2;0
-63.8000000000001;1
-42.2;0
54.6000000000001;0
82.3999999999999;1
29.2;0
-186;0
2.20000000000005;1
-131.8;1
-54.8;0
52.1999999999998;0
68.3999999999999;1
113.8;1
194;0
41;1
-3.19999999999993;1
65.8;1
-58;0
53;1
53.5999999999999;0
-258.2;0
69.2;1
-6.39999999999998;0
-133.2;0
32.8;0
-23.6;0
-17.1999999999998;0
-117.4;0
94.3999999999999;0
33.4000000000001;0
22.2;1
-215.6;0
-133;0
-18.5999999999999;1
-72.2;1
39.2;0
-44.5999999999999;1
-10.4;1
7.79999999999995;1
39.8;1
-57.4000000000001;1
-64.5999999999999;0
96;0
-4.60000000000014;1
2.60000000000002;0
-14.2;0
-32;0
76.4;1
-60.6000000000001;0
-22;0
25.4000000000001;0
-188.6;0
-26.8;0
-49.8000000000002;1
135.2;1
-2;1
44.8000000000002;1
79.4;1
12.9999999999999;1
-76.8;1
-415.2;0
86.6;0
-61.1999999999999;1
-151.8;1
29;0
-139.4;0
146.8;1
-170;1
-15.8;1
73;0
124;0
60.2;1
-6.60000000000014;1
-42.4000000000001;1
157.6;0
-82.1999999999999;1
-95.5999999999999;1
-39.4000000000001;1
-8;1
-155.4;1
147;1
-84.1999999999999;1
135.2;1
-73;0
-77.4;0
98;0
-28.2;1
-48.2;0
173.8;1
-93.6000000000001;1
-321.2;0
158.6;0
-6.59999999999991;0
38.4000000000001;0
-164.8;1
-20;1
28;1
-74.2;0
-64.8000000000001;1
64;0
-47.0000000000001;1
4.19999999999982;0
-83.1999999999999;0
-41;1
-122.6;1
27;1
80.6000000000001;1
21.4;0
78.1999999999999;1
-34.1999999999998;1
-241.6;0
-73;0
116.8;1
-94;1
-34.8;1
19;1
-14.8000000000001;1
-95.6000000000001;1
-42.5999999999999;0
3;1
74.8;0
18.4000000000001;0
-87.8000000000001;1
32.8;0
-232.6;0
-50.2;0
-30;0
-55;1
105.4;1
100.4;0
-130.4;0
-191.6;0
6.40000000000009;1
-15.5999999999999;1
163.4;0
-125.8;0
-25.4000000000001;1
64;0
-41.2;0
71.8;1
-109.2;1
-10.6;1
34;1
-93.8000000000001;1
148.4;0
25.8;0
39.1999999999999;0
-6.60000000000014;1
18.2;0
65.3999999999999;0
89.8000000000001;1
-95.8;1
-30;0
-93.8;0
281;1
-55;0
46.3999999999999;1
-45.8;1
364.2;1
73.1999999999999;0
5.20000000000005;1
-37.6;1
-53.2;1
48.1999999999999;1
-34.2;0
9;0
68.2;1
72.2;0
-43.2;0
-27.2;0
41.2;1
74;0
24.6000000000001;1
49.5999999999999;0
104;0
-83.4;1
31.8000000000001;1
-77.8000000000001;1
3;1
59.2;1
25.5999999999999;1
74.5999999999999;0
7.39999999999998;0
52.1999999999998;0
-4.20000000000005;1
-31.3999999999999;1
52.1999999999998;1
-43;1
99.5999999999999;1
104.4;0
19.2;1
151.6;0
-61.8000000000002;0
167.8;1
-20.4;1
86.8;0
97.6;0
-79.4000000000001;1
37.6000000000001;1
-55.6;1
86.8;1
-25.4;1
62.1999999999999;1
-39.0000000000001;1
-34.3999999999999;0
70.8;0
-138;1
-172.4;0
-74.8;1
-54.8;0
-53.1999999999999;0
44;1
20;1
135;1
-72.8;1
112.2;0
180.8;0
24;1
-54.5999999999999;1
86.6000000000001;0
70.8000000000001;0
34.4;1
-114.2;1
-2.59999999999991;1
-45.9999999999999;0
14.6000000000001;1
-3.19999999999993;1
31.8;1
-130;0
-129.6;1
85.1999999999999;1
58.2;1
83.8000000000001;1
-17.1999999999999;1
-45.8;0
18;0
447;1
35.8;0
87.6;0
-75.1999999999998;1
87.4;1
3.60000000000002;1
51.9999999999999;0
-368.8;0
-238;0
-51.8;0
276.6;1
-3.39999999999998;1
-30.4;1
-69.6;0
-1.60000000000002;0
237.8;1
9.19999999999982;0
-16.1999999999998;0
-36.4;0
4.20000000000005;1
38.2;0
161.2;1
59.6;0
56.1999999999999;0
28.4000000000001;0
13.6;0
-173;1
23.5999999999999;0
-180.4;1
-109.6;0
-40;0
-24.8;1
53.2;0
-62.8;0
110;1
-19.1999999999999;1
94.8000000000001;0
3.79999999999995;1
103.2;0
-55.9999999999999;1
-4.39999999999998;0
-315.2;0
42.2;1
139.2;0
182.2;0
-18.2;0
-128.8;0
96.2;0
-64;0
-45.4;0
56.1999999999999;0
-114.8;0
0.399999999999864;0
-40.6000000000001;1
107.2;1
109.6;1
-66.4000000000001;1
-144.6;0
-13.6000000000001;1
-33.1999999999999;0
-188.8;1
72.3999999999999;1
-34;0
109.2;0
4.39999999999998;1
136.2;1
-56;0
24;1
15.8000000000001;1
-53.6000000000001;1
147.4;1
30.6000000000001;1
41.8000000000002;1
24;1
4.59999999999991;0
11;0
75;1
32.2;1
-55.6000000000001;1
-2;1
331.2;0
114.2;1
60;1
-74.2;0
92.2;1
3;1
117.6;0
-223;1
-85.4000000000001;0
-27.0000000000001;0
166.6;1
21.1999999999998;0
127.6;0
-84.2;0
83.6000000000001;1
-113.6;0
-122.6;1
-79;0
143.4;1
123.6;1
-96.2;0
-28.8;0
-37.5999999999999;1
-73.8;0
-94.5999999999999;0
-33.6;1
105.2;1
-40.1999999999999;1
4.40000000000009;1
36.4000000000001;1
-15.6;1
-36.2;0
187.4;1
-16.2;1
55;1
48.8;0
69.1999999999999;0
118.8;1
-86.2;0
-4.80000000000007;1
-82.0000000000001;1
-21;1
70.6;1
36.6000000000001;0
92.0000000000001;1
-124.4;0
52.2;0
48.8;0
-28;0
170.6;0
36.8;0
-96.2;0
69.4000000000001;1
26;1
35.4000000000001;1
-18.4000000000001;1
139.2;1
46.2;0
74.6000000000001;1
-1.20000000000005;0
76.6000000000001;1
-2.59999999999991;1
182.6;1
82.6;1
278.6;0
62.8000000000001;1
-74;1
99;0
94.4000000000001;1
-118;0
188.6;0
-308.2;0
-34.1999999999999;0
233.2;1
14.4000000000001;1
51.2;1
-41.2;0
25;0
-15.5999999999999;0
-10.8000000000001;1
-69.4000000000001;1
-0.400000000000091;1
81.2;0
62.3999999999999;0
183.2;0
-91.8;0
72.4;1
-98.4;1
-21.8;0
121.4;1
68.5999999999999;1
-78.4;1
84.1999999999999;0
108.6;1
66.4000000000001;0
114.4;1
-51;0
-120;1
39.4;0
28.4000000000001;0
-134;1
-38.8;0
101;1
-9.79999999999995;0
-7;0
18.3999999999999;1
-33.4000000000001;0
-56.6;0
95.8;0
76.9999999999999;0
-93.8000000000001;1
-5.79999999999995;0
77.2;0
-109.4;1
350.4;1
-33.4000000000001;1
54.8;1
0.399999999999977;0
50.6000000000001;1
-4.79999999999995;0
-26.1999999999998;1
-161.8;0
36.6;1
98.8;0
12.3999999999999;1
0.599999999999909;0
-72.6;0
-87.4000000000001;0
-14.2;0
-120;0
128;1
-52.1999999999999;0
-27.4;0
89;1
-33.2;0
47.8000000000002;1
-109.4;0
76.4000000000001;0
65.2;1
49.8000000000001;1
97.9999999999999;0
-86;1
148.8;0
56.6000000000001;0
-47.5999999999999;0
10.2;1
-53;0
104.4;1
8.00000000000011;0
-77.4;1
37.4;1
-102.4;1
34.2;0
-5.40000000000009;1
-32.6000000000001;1
-15;0
10.2;1
5.79999999999995;0
79.8;0
-14.4000000000001;0
-225.6;0
-5.39999999999986;1
-244;0
159.4;1
-7;0
299.4;1
-34.8;1
-66.2;0
-62.5999999999999;0
-161.2;1
133.4;1
-27.4;1
-92.1999999999999;0
107;1
-108.2;1
-31.2;1
103.6;1
97.2;1
184.8;1
-36.2;0
76.2;1
51.4000000000001;1
-164.8;0
6.39999999999986;1
-73.4000000000001;0
31;1
-43.8;1
-15.6;0
-93.8000000000001;1
-39.3999999999999;0
-43.8;0
-222.4;0
67.2;0
99.2;0
-56;1
-84.9999999999999;1
-20.1999999999999;1
55.2;0
79;1
3;1
-11.1999999999998;0
112.8;1
38.4000000000001;0
-99.2;1
-16;1
-194.6;0
-86.6;0
129.2;0
43.8;1
-4;1
33.4;0
-148.6;0
-5.80000000000007;0
-47.3999999999999;0
-4.79999999999995;1
-76.6000000000001;0
-62.2;1
98.8;0
-42;0
-105.8;0
15.4000000000001;0
150.2;1
-154.2;0
299.4;1
-110.4;1
-47.8;1
-100.6;1
98.8;0
9.60000000000002;0
-53.5999999999999;0
147;1
-21.3999999999999;1
-37;0
0.600000000000136;0
96.8;1
9.20000000000005;0
-46.4;0
-80.1999999999999;0
250.8;1
-51.6;1
-72.1999999999999;0
-24.5999999999999;0
25.4;1
283.2;1
-113.2;0
-115.4;0
-267;1
60;1
-50.6000000000001;1
43.1999999999998;1
-42.6;1
245.4;1
9;1
-99;0
-307.6;0
-231.4;1
96.8;0
211;1
30.9999999999999;0
42.4000000000001;1
65.6000000000001;0
42;0
-43.8000000000001;1
-327.2;0
53.8000000000001;1
-295.2;1
63.8;0
-67.4000000000001;0
-7.59999999999991;1
-20.6;1
133.2;1
-8.60000000000014;0
-14.4;0
48.8000000000002;1
67.4000000000001;1
-2.80000000000018;0
-58.2;0
11.6;1
123.8;1
-8.19999999999982;1
-48.2;1
33.4;0
23;0
46;0
-21.1999999999999;0
110.2;0
-31.8;0
-63.6000000000001;1
15.8;0
93.8;1
-120.8;1
-81;1
-204.8;0
-77.9999999999999;0
77;0
91.1999999999999;0
109.2;0
84.5999999999999;1
-17;1
-33;1
97.3999999999999;0
